,app,clocks.current.sm [MHz],power.draw [W],base_run_time,energy
392,heartwall,721,47.050208749721634,42.0,1976.1087674883088
393,heartwall,734,47.10738692342064,43.0,2025.617637707088
394,heartwall,746,47.2670474040626,43.0,2032.4830383746921
395,heartwall,759,47.862613584213314,43.0,2058.092384121172
396,heartwall,772,47.86463638449018,43.0,2058.179364533078
397,heartwall,784,47.94799752168478,44.0,2109.7118909541305
398,heartwall,797,48.28646911727976,44.0,2124.6046411603093
399,heartwall,810,49.2854893515195,45.0,2217.8470208183776
400,heartwall,822,48.82745052685751,45.0,2197.235273708588
401,heartwall,835,49.2662008206619,46.0,2266.2452377504474
402,heartwall,847,49.4692281258251,46.0,2275.584493787955
403,heartwall,860,50.10594450373546,46.0,2304.8734471718312
404,heartwall,873,50.202247499999075,47.0,2359.5056324999564
405,heartwall,885,50.576131078224,48.0,2427.6542917547517
406,heartwall,898,50.76932773109285,48.0,2436.9277310924563
407,heartwall,911,51.19030601659746,48.0,2457.134688796678
408,heartwall,923,51.50824823252263,49.0,2523.904163393609
409,heartwall,936,51.58289717155754,50.0,2579.1448585778767
410,heartwall,949,52.02239130434768,50.0,2601.119565217384
411,heartwall,961,52.80908299319611,50.0,2640.454149659805
412,heartwall,974,52.950309917354794,52.0,2753.4161157024487
413,heartwall,987,52.97229670329655,52.0,2754.55942857142
414,heartwall,999,53.6092070753281,52.0,2787.678767917061
415,heartwall,1012,54.52183229813661,53.0,2889.6571118012403
416,heartwall,1025,54.185738733599614,54.0,2926.0298916143793
417,heartwall,1037,54.16690903906518,54.0,2925.0130881095192
418,heartwall,1050,54.70490977881232,55.0,3008.7700378346776
419,heartwall,1063,55.03642316647247,55.0,3027.0032741559853
420,heartwall,1075,57.109708766715244,56.0,3198.1436909360527
421,heartwall,1088,57.04108172362459,57.0,3251.341658246602
422,heartwall,1101,59.129494584838454,57.0,3370.381191335792
423,heartwall,1113,58.81101170819529,58.0,3411.038679075326
424,heartwall,1126,60.17401517450554,58.0,3490.092880121321
425,heartwall,1139,60.70357164774493,59.0,3581.510727216951
426,heartwall,1151,61.45330162626517,59.0,3625.744795949645
427,heartwall,1164,62.644581265508,59.0,3696.030294664973
428,heartwall,1177,64.35878411910652,60.0,3861.527047146391
429,heartwall,1189,64.85089084065243,61.0,3955.904341279798
430,heartwall,1202,65.6964189401071,61.0,4007.4815553465332
431,heartwall,1215,67.10401839517942,62.0,4160.449140501124
432,heartwall,1227,68.52063867325336,63.0,4316.8002364149625
433,heartwall,1240,69.92650416933938,64.0,4475.29626683772
434,heartwall,1252,71.16521090201199,65.0,4625.738708630781
435,heartwall,1265,72.34024286183053,65.0,4702.115786018984
436,heartwall,1278,72.51545454545438,66.0,4786.019999999989
437,heartwall,1290,74.95102257636171,67.0,5021.718512616234
438,heartwall,1303,76.77772925764235,68.0,5220.885589519681
439,heartwall,1316,78.24268745360074,69.0,5398.745434298451
440,heartwall,1328,79.240369499496,70.0,5546.8258649647205
441,histo,544,27.8041564537169,47.03598435462842,1307.795867950669
442,histo,556,27.82929240374701,47.98803329864725,1335.473010548803
443,histo,569,27.883308176101078,48.00327044025157,1338.4899831462578
444,histo,582,27.929817591204962,47.0,1312.7014267866332
445,histo,594,28.029376870748862,47.0,1317.3807129251966
446,histo,607,28.229801980197745,47.95700885878061,1353.8168636459661
447,histo,620,28.044642857142968,48.91657977059437,1371.8480094592635
448,histo,632,28.057116124070586,47.0,1318.6844578313173
